time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-5.63629542048e-07,6.15788080101e-08,10.0006711179,8.05651901921e-05,0.000514359630486,0.0,-4.56400860307e-05,5.81347147936e-06,0.0223701631206,0.00390160203795,0.0217691720661,0.0,411.2457511829888,413.16906640649785,410.6863525411869,411.03217655192634
0.12000000000000001,-1.96356203379e-05,2.99782761242e-06,10.0058286425,0.000196374078372,0.00192335749526,0.0,-0.000734256527842,0.000110956154001,0.149538257052,-0.00233745780239,0.0267079067741,0.0,445.296661499455,445.7004643507627,445.6355976243836,445.1253755997873
0.18,-0.000110441074661,1.31613010725e-05,10.01822726,6.28297493077,0.00343506472894,0.0,-0.0024548557659,0.000201370893489,0.263728410903,-0.0176054698575,0.0219840042757,0.0,441.98956812878237,441.60025423024064,441.6655578566563,440.40482977985846
0.23999999999999996,-0.000338235093031,1.6466308221e-05,10.038286512,6.28203485723,0.00468210132262,0.0,-0.00527695815443,-0.000198819211761,0.404872617861,-0.0120500978377,0.0182690408538,0.0,450.26366364095037,449.9630523000157,449.3810008257106,449.8311139060733
0.3,-0.000750130330852,-2.06100181419e-05,10.0644333303,6.28109617237,0.00570963096245,0.0,-0.00855518055549,-0.00111592700466,0.466663685933,-0.0240295025448,0.0147344369393,0.0,425.1306856868945,424.82770488541064,425.11808177058134,424.09060001074266
0.36000000000000004,-0.00140872734616,-0.000145838970464,10.0995213874,6.27925214741,0.00651834724196,0.0,-0.0135009405705,-0.00325215794262,0.702821563733,-0.0495785944474,0.010840652256,0.0,478.2104930949335,477.9137168463588,479.75229106492964,477.80838813678844
0.4200000000000001,-0.00234442179438,-0.000425935071811,10.1429627073,6.27606774382,0.00710199093831,0.0,-0.0177464789104,-0.00637106383342,0.745193620997,-0.0611819762369,0.0074023603117,0.0,418.6665597381242,418.36722396643285,419.4761485275315,418.46536478565594
0.48000000000000015,-0.00356857396124,-0.000981158923074,10.1922074381,6.27196993966,0.00742510878011,0.0,-0.0231002520248,-0.0125540713343,0.896186919265,-0.0889349218685,0.00101050914199,0.0,452.5764689391838,452.0616923243892,455.57496596663793,453.34703289047235
0.5400000000000001,-0.0051147334502,-0.0019972483102,10.2498650216,6.26672168954,0.00729702000724,0.0,-0.0284349873657,-0.0218769726432,1.02561755311,-0.0846944539021,-0.00931428214428,0.0,448.19353593783296,447.3537544365034,446.0417023083158,446.3815118647466
0.6000000000000002,-0.00697064026721,-0.00367046029853,10.3145524892,6.26268565611,0.00682562207522,0.0,-0.0333751337109,-0.0343501141848,1.13052509588,-0.0453361069911,-0.00508997892877,0.0,439.54618909247904,439.8962056162751,437.7798955331254,441.0381625612263
0.6600000000000003,-0.00911198241763,-0.00616168720599,10.3852020847,6.25970381484,0.00669705028047,0.0,-0.0379809655812,-0.048975126419,1.22435891119,-0.0602763876047,0.00318159684215,0.0,436.362950002345,437.0528670195981,436.4908783586204,435.2407337532658
0.7200000000000003,-0.0115701553427,-0.00974294528801,10.4676229151,6.2562655661,0.00691210199229,0.0,-0.0439825077404,-0.0708543173723,1.52264145241,-0.0519409490782,0.00437752775196,0.0,496.881845591121,496.9694318127835,497.54586136780927,498.1537859372709
0.7800000000000004,-0.0143731001868,-0.01464160772,10.5648574951,6.2529962555,0.00724553570472,0.0,-0.0494818663012,-0.092797176178,1.71822631284,-0.0601419632569,0.00781809206169,0.0,468.78052749187276,469.0476814091143,468.5629178460254,467.92314225357734
0.8400000000000004,-0.0174812491734,-0.0207942798424,10.6692467541,6.24967158404,0.00787095595347,0.0,-0.054174318077,-0.112613147421,1.76133825686,-0.0473226104079,0.0151828235298,0.0,422.43240815542305,423.06684258300754,419.76079350562463,420.8693861594633
0.9000000000000005,-0.0208699015596,-0.0281347748258,10.7744073808,6.24687591769,0.00826960151456,0.0,-0.0588461716745,-0.132309654946,1.74403247428,-0.0451769337536,-0.0218830735721,0.0,403.10087622896526,399.7375295552247,401.02113898269624,401.21443340287084
0.9600000000000005,-0.0245787089396,-0.0368897450223,10.8835561729,6.24426999229,0.00682641682396,0.0,-0.064628554697,-0.159804989936,1.89401246322,-0.0401536638979,-0.0287900850722,0.0,455.99734616401236,455.4452303999388,455.2542091285836,455.6549258061888
1.0200000000000005,-0.0285855465597,-0.0472560329622,10.9992902661,6.24205059058,0.00546453296223,0.0,-0.0687834533428,-0.185958981895,1.96366327533,-0.031315170585,-0.0126784893677,0.0,430.2194839218823,431.58132667026496,430.5100507087236,431.25650921288576
1.0800000000000005,-0.0328269727235,-0.0592973081631,11.1207327151,6.24020288627,0.00535555924789,0.0,-0.0725568693229,-0.215604545892,2.08419551445,-0.029774832506,0.0139847219544,0.0,445.88636481937044,448.0592368906967,447.5801481528042,447.70517255130784
1.1400000000000006,-0.0372968755582,-0.0731488955628,11.249228147,6.2382818206,0.00609819700459,0.0,-0.0765213945625,-0.246299368285,2.19875982197,-0.0369292398119,0.00895137935808,0.0,446.40869861355895,445.99769062852965,445.9446585364655,445.35951594935705
1.2000000000000006,-0.0420252911133,-0.088924094255,11.3854853186,6.23665325223,0.00706924860204,0.0,-0.0811757937719,-0.279732069953,2.34284769422,-0.0125325648781,0.0277152752184,0.0,455.47051854601943,456.9685721676275,453.8814060876114,455.8348374314352
